PMCID,FIRST_AUTHOR,FIRST_AUTHOR_NAME,LAST_AUTHOR,LAST_AUTHOR_NAME,ASSOCIATED_AUTHORS,FIRST_AUTHOR_NATION_NAME,FIRST_AUTHOR_COUNTRY_PROBABILITY_NAME,FIRST_AUTHOR_NATION_STATUS_NAME,FIRST_AUTHOR_NATION_SURNAME,FIRST_AUTHOR_COUNTRY_PROBABILITY_SURNAME,FIRST_AUTHOR_NATION_STATUS_SURNAME,FIRST_AUTHOR_GENDER,FIRST_AUTHOR_GENDER_PROBABILITY,FIRST_NAME_GENDER_STATUS,FIRST_AUTHOR_SELECTED_NATION_CATEGORY,LAST_AUTHOR_NATION_NAME,LAST_AUTHOR_COUNTRY_PROBABILITY_NAME,LAST_AUTHOR_NATION_STATUS_NAME,LAST_AUTHOR_NATION_SURNAME,LAST_AUTHOR_COUNTRY_PROBABILITY_SURNAME,LAST_AUTHOR_NATION_STATUS_SURNAME,LAST_AUTHOR_GENDER,LAST_AUTHOR_GENDER_PROBABILITY,LAST_AUTHOR_GENDER_STATUS,LAST_AUTHOR_SELECTED_NATION_CATEGORY
Alternatively Constructed Estrogen Receptor Alpha-Driven Super-Enhancers Result in Similar Gene Expression in Breast and Endometrial Cell Lines.,Dóra Bojcsuk,Dóra,Bálint László Bálint,Bálint László,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.98,PASS,
"Alterocin, an Antibiofilm Protein Secreted by Pseudoalteromonas sp. Strain 3J6.",Albane Jouault,Albane,Alain Dufour,Alain,PASS,,,,,,,female,0.97,PASS,,,,,,,,male,0.99,PASS,
Amidinoquinoxaline-Based Nitrones as Lipophilic Antioxidants.,Nadia Gruber,Nadia,Pierluigi Stipa,Pierluigi,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Amino Acid Interaction (INTAA) web server.,Jakub Galgonek,Jakub,Jirí Vondrášek,Jirí,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.97,PASS,
Amino Acid Interactions (INTAA) web server v2.0: a single service for computation of energetics and conservation in biomolecular 3D structures.,Jiří Vymětal,Jiří,Jiří Vondrášek,Jiří,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Amplicon-Based Microbiome Profiling: From Second- to Third-Generation Sequencing for Higher Taxonomic Resolution.,Elisabetta Notario,Elisabetta,Graziano Pesole,Graziano,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
AmtDB: a database of ancient human mitochondrial genomes.,Edvard Ehler,Edvard,Jan Paces,Jan,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.89,PASS,
An Accessible Proteogenomics Informatics Resource for Cancer Researchers.,Matthew C Chambers,Matthew C,Timothy J Griffin,Timothy J,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
An Algorithm for Template-Based Prediction of Secondary Structures of Individual RNA Sequences.,Josef Pánek,Josef,Marek Schwarz,Marek,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
An Interpretable Radiomics Model Based on Two-Dimensional Shear Wave Elastography for Predicting Symptomatic Post-Hepatectomy Liver Failure in Patients with Hepatocellular Carcinoma.,Xian Zhong,Xian,Philippe Lambin,Philippe,PASS,,,,,,,male,0.64,PASS,,,,,,,,male,1.0,PASS,
An MRI evaluation of white matter involvement in paradigmatic forms of spastic ataxia: results from the multi-center PROSPAX study.,Alessandra Scaravilli,Alessandra,Sirio Cocozza,Sirio,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.94,PASS,
"An Observatory to monitor range extension of the Mediterranean monk seal based on its eDNA traces: collecting data and delivering results in the ""Open Science"" era.",Elena Valsecchi,Elena,Alessandro Gabbiadini,Alessandro,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
An Optogenetic Toolbox for Synergistic Regulation of Protein Abundance.,Bastian Pook,Bastian,Christof Taxis,Christof,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
"An Overview of Genomics, Phylogenomics and Proteomics Approaches in Ascomycota.",Lucia Muggia,Lucia,Donatella Tesei,Donatella,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,1.0,PASS,
An Ultra-Rare Manifestation of an X-Linked Recessive Disorder: Duchenne Muscular Dystrophy in a Female Patient.,Zsuzsanna Szűcs,Zsuzsanna,István Balogh,István,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
"An Updated Test of AMBER Force Fields and Implicit Solvent Models in Predicting the Secondary Structure of Helical, β-Hairpin, and Intrinsically Disordered Peptides.",Irene Maffucci,Irene,Alessandro Contini,Alessandro,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
An accessible infrastructure for artificial intelligence using a Docker-based JupyterLab in Galaxy.,Anup Kumar,Anup,Rolf Backofen,Rolf,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
An accessible infrastructure for artificial intelligence using a docker-based Jupyterlab in Galaxy,Anup Kumar,Anup,Rolf Backofen,Rolf,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
An agenda-setting paper on data sharing platforms: euCanSHare workshop.,Thijs Devriendt,Thijs,Pascal Borry,Pascal,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
An analysis of proteogenomics and how and when transcriptome-informed reduction of protein databases can enhance eukaryotic proteomics.,Laura Fancello,Laura,Thomas Burger,Thomas,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
An architecture for genomics analysis in a clinical setting using Galaxy and Docker.,W Digan,W,B Rance,B,PASS,,,,,,,,,PASS,,,,,,,,,,PASS,
An assessment of the informative value of data sharing statements in clinical trial registries.,Christian Ohmann,Christian,Pablo Emilio Verde,Pablo Emilio,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
An automated pipeline integrating AlphaFold 2 and MODELLER for protein structure prediction.,Fabio Hernan Gil Zuluaga,Fabio Hernan,Anna Marabotti,Anna,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
An ensemble learning approach for modeling the systems biology of drug-induced injury.,Joaquim Aguirre-Plans,Joaquim,Baldo Oliva,Baldo,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.98,PASS,
"An environment for sustainable research software in Germany and beyond: current state, open challenges, and call for action.",Hartwig Anzt,Hartwig,Rudolf Weeber,Rudolf,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
An epigenome-wide association study of metabolic syndrome and its components.,Marja-Liisa Nuotio,Marja-Liisa,Markus Perola,Markus,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
An evaluation of EDAM coverage in the Tools Ecosystem and prototype integration of Galaxy and WorkflowHub systems,Lucie Lamothe,Lucie,Hervé MENAGER,Hervé,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
An improved assembly and annotation of the allohexaploid wheat genome identifies complete families of agronomic genes and provides genomic evidence for chromosomal translocations.,Bernardo J Clavijo,Bernardo J,Matthew D Clark,Matthew D,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
An improved whole life cycle culture protocol for the hydrozoan genetic model Clytia hemisphaerica.,Marion Lechable,Marion,Tsuyoshi Momose,Tsuyoshi,PASS,,,,,,,female,0.97,PASS,,,,,,,,male,1.0,PASS,
"An insight into the functional genomics and species classification of Eudiplozoon nipponicum (Monogenea, Diplozoidae), a haematophagous parasite of the common carp Cyprinus carpio",Jiří Vorel,Jiří,Martin Kašný,Martin,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
"An insight into the functional genomics and species classification of Eudiplozoon nipponicum (Monogenea, Diplozoidae), a haematophagous parasite of the common carp Cyprinus carpio.",Jiří Vorel,Jiří,Martin Kašný,Martin,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
"An integrated, modular approach to data science education in microbiology.",Kimberly A Dill-McFarland,Kimberly A,Steven J Hallam,Steven J,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
"An international consensus on effective, inclusive, and career-spanning short-format training in the life sciences and beyond.",Jason J Williams,Jason J,Louise Woodley,Louise,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
An intrinsically disordered proteins community for ELIXIR,Norman Davey,Norman,Silvio Tosatto,Silvio,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
An intrinsically disordered proteins community for ELIXIR.,Norman E Davey,Norman E,Silvio C E Tosatto,Silvio C E,PASS,,,,,,,male,0.86,PASS,,,,,,,,male,1.0,PASS,
An investigation into the molecular basis of cancer comorbidities in coronavirus infection.,Antonio Facchiano,Antonio,Angelo Facchiano,Angelo,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
An iterative and interdisciplinary categorisation process towards FAIRer digital resources for sensitive life-sciences data.,Romain David,Romain,Pablo Emilio Verde,Pablo Emilio,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
An objective comparison of cell-tracking algorithms.,Vladimír Ulman,Vladimír,Carlos Ortiz-de-Solorzano,Carlos,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
An open and transparent process to select ELIXIR Node Services as implemented by ELIXIR-UK,John Hancock,John,Carole Goble,Carole,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
An open and transparent process to select ELIXIR Node Services as implemented by ELIXIR-UK.,John M Hancock,John M,Carole A Goble,Carole A,PASS,,,,,,,male,0.98,PASS,,,,,,,,female,1.0,PASS,
An sRNA and Cold Shock Protein Homolog-Based Feedforward Loop Post-transcriptionally Controls Cell Cycle Master Regulator CtrA.,Marta Robledo,Marta,Anke Becker,Anke,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
Analysis of National Institutes of Health Funding for the COVID-19 Pandemic.,Adishesh K Narahari,Adishesh K,Taison D Bell,Taison D,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.97,PASS,
Analysis of a large cohort of pancreatic cancer transcriptomic profiles to reveal the strongest prognostic factors.,Máté Posta,Máté,Balázs Győrffy,Balázs,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
Analysis of inflammatory markers and tau deposits in an autopsy series of nine patients with anti-IgLON5 disease.,Evelyn Berger-Sieczkowski,Evelyn,Romana Höftberger,Romana,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.99,PASS,
Analysis of the Structure-Function-Dynamics Relationships of GALT Enzyme and of Its Pathogenic Mutant p.Q188R: A Molecular Dynamics Simulation Study in Different Experimental Conditions.,Anna Verdino,Anna,Anna Marabotti,Anna,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
Ancestral state reconstruction of metabolic pathways across pangenome ensembles.,Fotis E Psomopoulos,Fotis E,Christos A Ouzounis,Christos A,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
Ancient hybridization and repetitive element proliferation in the evolutionary history of the monocot genus Amomum (Zingiberaceae).,Kristýna Hlavatá,Kristýna,Tomáš Fér,Tomáš,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
"Anharmonic Infrared Spectra of Thermally Excited Pyrene (C16H10): A Combined View of DFT-Based GVPT2 with AnharmonicCaOs, and Approximate DFT Molecular dynamics with DemonNano.",Shubhadip Chakraborty,Shubhadip,Christine Joblin,Christine,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,1.0,PASS,
Anncolvar: Approximation of Complex Collective Variables by Artificial Neural Networks for Analysis and Biasing of Molecular Simulations.,Dalibor Trapl,Dalibor,Vojtech Spiwok,Vojtech,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Annotating Macromolecular Complexes in the Protein Data Bank: Improving the FAIRness of Structure Data,Sri Devan Appasamy,Sri Devan,Sameer Velankar,Sameer,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Annotating Macromolecular Complexes in the Protein Data Bank: Improving the FAIRness of Structure Data.,Sri Devan Appasamy,Sri Devan,Sameer Velankar,Sameer,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Annotation and curation of human genomic variations: an ELIXIR Implementation Study,Alessia David,Alessia,Michael J.E. Sternberg,Michael J.E.,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Announcing mandatory submission of PDBx/mmCIF format files for crystallographic depositions to the Protein Data Bank (PDB).,Paul D Adams,Paul D,Jasmine Y Young,Jasmine Y,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
Anopheles gambiae Trehalase Inhibitors for Malaria Vector Control: A Molecular Docking and Molecular Dynamics Study.,Eunice O Adedeji,Eunice O,Ezekiel Adebiyi,Ezekiel,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.98,PASS,
Anox2/cybbzebrafish mutant with defective neutrophil ROS production displays normal initial neutrophil recruitment to sterile tail injuries,Abdulsalam Isiaku,Abdulsalam,Graham Lieschke,Graham,PASS,,,,,,,male,0.93,PASS,,,,,,,,male,1.0,PASS,
Antibiotic resistance and metabolic profiles as functional biomarkers that accurately predict the geographic origin of city metagenomics samples.,Carlos S Casimiro-Soriguer,Carlos S,Joaquin Dopazo,Joaquin,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
"Antibiotic resistance, plasmids, and virulence-associated markers in human strains of Campylobacter jejuni and Campylobacter coli isolated in Italy.",Aurora Garcia-Fernandez,Aurora,Laura Villa,Laura,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
Antibiotic-Resistant ESKAPE Pathogens and COVID-19: The Pandemic beyond the Pandemic.,Alessia Catalano,Alessia,Stefano Aquaro,Stefano,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Antibody-mediated neutralization of galectin-3 as a strategy for the treatment of systemic sclerosis.,Céline Ortega-Ferreira,Céline,Frédéric De Ceuninck,Frédéric,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
Antimicrobial Properties of Different Hop (Humulus lupulus) Genotypes.,Zala Kolenc,Zala,Urban Bren,Urban,PASS,,,,,,,female,0.71,PASS,,,,,,,,male,0.9,PASS,
Antioxidant Activity of Different Hop (Humulus lupulus L.) Genotypes.,Zala Kolenc,Zala,Urban Bren,Urban,PASS,,,,,,,female,0.71,PASS,,,,,,,,male,0.9,PASS,
Application of Machine Learning in Translational Medicine: Current Status and Future Opportunities.,Nadia Terranova,Nadia,Lisa J Benincosa,Lisa J,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,1.0,PASS,
Application of a Reverse Genetic System for Beet Necrotic Yellow Vein Virus to Study Rz1 Resistance Response in Sugar Beet.,Sebastian Liebe,Sebastian,Mark Varrelmann,Mark,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Application of orthology and network biology to infer gene functions in non-model plants.,Klaas Vandepoele,Klaas,Michiel Van Bel,Michiel,PASS,,,,,,,male,0.97,PASS,,,,,,,,male,1.0,PASS,
Applying FAIR Principles to Plant Phenotypic Data Management in GnpIS.,C Pommier,C,A F Adam-Blondon,A F,PASS,,,,,,,,,PASS,,,,,,,,male,0.86,PASS,
Appraising the Role of Astrocytes as Suppliers of Neuronal Glutathione Precursors.,Dolores Pérez-Sala,Dolores,María A Pajares,María A,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.98,PASS,
Approaches in Gene Coexpression Analysis in Eukaryotes.,Vasileios L Zogopoulos,Vasileios L,Ioannis Michalopoulos,Ioannis,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
Arabidopsis Coexpression Tool: a tool for gene coexpression analysis in Arabidopsis thaliana.,Vasileios L Zogopoulos,Vasileios L,Ioannis Michalopoulos,Ioannis,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
Arabidopsis thaliana Accessions from the Chernobyl Exclusion Zone Show Decreased Sensitivity to Additional Acute Irradiation.,Mikhail Podlutskii,Mikhail,Polina Volkova,Polina,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
Are changes in meniscus volume and extrusion associated to knee osteoarthritis development? A structural equation model.,D Xu,D,J Runhaar,J,PASS,,,,,,,,,PASS,,,,,,,,,,PASS,
Arginine metabolism regulates human erythroid differentiation through hypusination of eIF5A.,Pedro Gonzalez-Menendez,Pedro,Naomi Taylor,Naomi,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,0.99,PASS,
Aripiprazole as protector against COVID-19 mortality.,C Loucera-Muñecas,C,B Crespo-Facorro,B,PASS,,,,,,,,,PASS,,,,,,,,,,PASS,
ArrayExpress update - from bulk to single-cell expression data.,Awais Athar,Awais,Alvis Brazma,Alvis,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.91,PASS,
Artificial intelligence based data curation: enabling a patient-centric European health data space.,Isabelle de Zegher,Isabelle,Remzi Celebi,Remzi,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.98,PASS,
Artificial intelligence to assist specialists in the detection of haematological diseases.,Sergio Diaz-Del-Pino,Sergio,Nicolas Guil,Nicolas,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Artificial intelligence-enhanced electrocardiography derived body mass index as a predictor of future cardiometabolic disease.,Libor Pastika,Libor,Fu Siong Ng,Fu Siong,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
"Artificial intelligence–enabled electrocardiogram for mortality and cardiovascular risk estimation: An actionable, explainable and biologically plausible platform",Arunashis Sau,Arunashis,Fu Siong Ng,Fu Siong,PASS,,,,,,,,0.0,PASS,,,,,,,,male,1.0,PASS,
Asian Zika Virus Isolate Significantly Changes the Transcriptional Profile and Alternative RNA Splicing Events in a Neuroblastoma Cell Line.,Gaston Bonenfant,Gaston,Cara T Pager,Cara T,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,0.98,PASS,
Assembly of the 81.6 Mb centromere of pea chromosome 6 elucidates the structure and evolution of metapolycentric chromosomes.,Jiří Macas,Jiří,Pavel Neumann,Pavel,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Assessing emerging technologies from an arms control perspective.,Maximilian Brackmann,Maximilian,Stefan Mogl,Stefan,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Assessing genetic diversity and similarity of 435 KPC-carrying plasmids.,Christian Brandt,Christian,Oliwia Makarewicz,Oliwia,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,0.99,PASS,
Assessing network-based methods in the context of system toxicology.,Jordi Valls-Margarit,Jordi,Laura I Furlong,Laura I,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,0.99,PASS,
"Assessing resolvability, parsability, and consistency of RDF resources: a use case in rare diseases.",Shuxin Zhang,Shuxin,Ronald Cornet,Ronald,PASS,,,,,,,female,0.75,PASS,,,,,,,,male,1.0,PASS,
Assessing the Impact of SARS-CoV-2 Lineages and Mutations on Patient Survival.,Carlos Loucera,Carlos,Joaquin Dopazo,Joaquin,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Assessing the calibration in toxicological in vitro models with conformal prediction.,Andrea Morger,Andrea,Andrea Volkamer,Andrea,PASS,,,,,,,female,0.69,PASS,,,,,,,,female,0.69,PASS,
Assessing the genetic association between vitamin B6 metabolism and genetic generalized epilepsy.,Remi Stevelink,Remi,Bobby P C Koeleman,Bobby P C,PASS,,,,,,,male,0.88,PASS,,,,,,,,male,0.98,PASS,
Assessing the impact of SARS-CoV-2 lineages and mutations on patient survival,Carlos Loucera,Carlos,Joaquin Dopazo,Joaquin,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Assessing the impact of data-driven limitations on tracing and forecasting the outbreak dynamics of COVID-19.,Giulia Fiscon,Giulia,Paola Paci,Paola,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
Assessment of a demonstrator repository for individual clinical trial data built upon DSpace.,Birol Tilki,Birol,Christian Ohmann,Christian,PASS,,,,,,,male,0.98,PASS,,,,,,,,male,0.99,PASS,
"Assessment of intake and nutritional status of vitamin b1, b2, and b6 in men and women with different physical activity levels.",M Malara,M,I Lewandowska,I,PASS,,,,,,,,,PASS,,,,,,,,,,PASS,
Assessment of the FRET-based Teen sensor to monitor ERK activation changes preceding morphological defects in a RASopathy zebrafish model and phenotypic rescue by MEK inhibitor.,Giulia Fasano,Giulia,Antonella Lauri,Antonella,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
Assignment of chromosomal locations for unassigned SNPs/scaffolds based on pair-wise linkage disequilibrium estimates.,Mehar S Khatkar,Mehar S,Herman W Raadsma,Herman W,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
"Association Between Changes in Social Distancing Policies in Ohio and Traffic Volume and Injuries, January Through July 2020.",Li Li,Li,Motao Zhu,Motao,PASS,,,,,,,female,0.67,PASS,,,,,,,,male,1.0,PASS,
Association analyses identify 31 new risk loci for colorectal cancer susceptibility.,Philip J Law,Philip J,Malcolm G Dunlop,Malcolm G,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Association between CYP2B6 genetic variability and cyclophosphamide therapy in pediatric patients with neuroblastoma.,Katalin Mangó,Katalin,Katalin Monostory,Katalin,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
Association between meniscal volume and development of knee osteoarthritis.,Dawei Xu,Dawei,Jos Runhaar,Jos,PASS,,,,,,,male,0.98,PASS,,,,,,,,male,0.97,PASS,
Association is not prediction: A landscape of confused reporting in diabetes - A systematic review.,Tibor V Varga,Tibor V,Pope L Moseley,Pope L,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.6,PASS,
Association of a single nucleotide polymorphism in the ubxn6 gene with long-term non-progression phenotype in HIV-positive individuals.,F Díez-Fuertes,F,J Alcamí,J,PASS,,,,,,,,,PASS,,,,,,,,,,PASS,
Association of abnormal explicit sense of agency with cerebellar impairment in myoclonus-dystonia.,Clément Tarrano,Clément,Yulia Worbe,Yulia,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
Association of miR-144 levels in the peripheral blood with COVID-19 severity and mortality.,Alisia Madè,Alisia,Fabio Martelli,Fabio,PASS,,,,,,,female,0.98,PASS,,,,,,,,male,1.0,PASS,
Associations of DMT therapies with COVID-19 severity in multiple sclerosis,Steve Simpson-Yap,Steve,Liesbet Peeters,Liesbet,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,1.0,PASS,
