PMCID,FIRST_AUTHOR,FIRST_AUTHOR_NAME,LAST_AUTHOR,LAST_AUTHOR_NAME,ASSOCIATED_AUTHORS,FIRST_AUTHOR_GENDER,FIRST_AUTHOR_GENDER_PROBABILITY,FIRST_NAME_GENDER_STATUS,LAST_AUTHOR_GENDER,LAST_AUTHOR_GENDER_PROBABILITY,LAST_AUTHOR_GENDER_STATUS
https://openalex.org/W1969072247,Florian Heil,Florian,Stefan Bauer,Stefan,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2315512556,Denham Harman,Denham,Denham Harman,Denham,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2046857879,Graham Farquhar,Graham,J. Berry,J.,PASS,male,1.0,PASS,male,0.88,PASS
https://openalex.org/W1975892234,Bernard Genty,Bernard,Neil Baker,Neil,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W1973454785,Hiroyoshi Hidaka,Hiroyoshi,Yasuharu Sasaki,Yasuharu,PASS,male,0.99,PASS,male,0.98,PASS
https://openalex.org/W2161239029,Matthew Clark,Matthew,N. Opdenbosch,N.,PASS,male,1.0,PASS,male,0.6,PASS
https://openalex.org/W2063028213,David Wishart,David,Augustin Scalbert,Augustin,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2141737525,Wolf Reik,Wolf,Jörn Walter,Jörn,PASS,male,0.96,PASS,male,1.0,PASS
https://openalex.org/W2133968430,Huili Guo,Huili,David Bartel,David,PASS,female,0.91,PASS,male,1.0,PASS
https://openalex.org/W2148032599,Richard Dixon,Richard,Nancy Paiva,Nancy,PASS,male,1.0,PASS,female,1.0,PASS
https://openalex.org/W2068234766,Lora Hooper,Lora,Andrew Macpherson,Andrew,PASS,female,0.98,PASS,male,1.0,PASS
https://openalex.org/W2131988453,Rudolf Amann,Rudolf,Karl‐Heinz Schleifer,Karl‐Heinz,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2323326409,Nicolas Bray,Nicolas,Lior Pachter,Lior,PASS,male,1.0,PASS,male,0.71,PASS
https://openalex.org/W2136145671,W. Kent,W.,W. Kent,W.,PASS,male,0.88,PASS,male,0.88,PASS
https://openalex.org/W1981593008,David Perkins,David,John Cottrell,John,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2003982930,Undine Lang,Undine,Stefan Borgwardt,Stefan,PASS,female,0.99,PASS,male,0.99,PASS
https://openalex.org/W4242137597,Wout Boerjan,Wout,Marie Baucher,Marie,PASS,male,0.99,PASS,female,0.99,PASS
https://openalex.org/W2016293448,Joseph Coyle,Joseph,Pamela Puttfarcken,Pamela,PASS,male,0.99,PASS,female,1.0,PASS
https://openalex.org/W2030905853,John Kebabian,John,Donald Calne,Donald,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2041535798,P. Filippakopoulos,P.,James Bradner,James,PASS,male,0.76,PASS,male,1.0,PASS
https://openalex.org/W2110235509,Inna Sekirov,Inna,B. Finlay,B.,PASS,female,0.99,PASS,male,0.7,PASS
https://openalex.org/W1976564639,Andreas Rosenwald,Andreas,Louis Staudt,Louis,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2050066016,Robert Malenka,Robert,Mark Bear,Mark,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2170747616,LiMin Fu,LiMin,Weizhong Li,Weizhong,PASS,female,0.53,PASS,male,0.99,PASS
https://openalex.org/W1576773659,Richard Hynes,Richard,Richard Hynes,Richard,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2042316019,Monica Hollstein,Monica,Curtis Harris,Curtis,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2144206181,C Gorman,C,Bruce Howard,Bruce,PASS,,,PASS,male,1.0,PASS
https://openalex.org/W2120865735,Benjamin Bolstad,Benjamin,Terence Speed,Terence,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2055298722,Daniel Huson,Daniel,David Bryant,David,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2138132897,Marja Kähkönen,Marja,Marina Heinonen,Marina,PASS,female,0.99,PASS,female,0.99,PASS
https://openalex.org/W2080283023,J. Caporaso,J.,Rob Knight,Rob,PASS,male,0.88,PASS,male,1.0,PASS
https://openalex.org/W2073332363,Ruth Ley,Ruth,Jeffrey Gordon,Jeffrey,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2026570544,Robin Friedman,Robin,David Bartel,David,PASS,male,0.77,PASS,male,1.0,PASS
https://openalex.org/W1519266993,R. Edgar,R.,R. Edgar,R.,PASS,male,0.77,PASS,male,0.77,PASS
https://openalex.org/W2141137217,Mitsutoshi Yoneyama,Mitsutoshi,Takashi Fujita,Takashi,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W4211196614,Benjamin Webb,Benjamin,Andrej Šali,Andrej,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2122339645,Ian Davis,Ian,David Richardson,David,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2090037139,Erez Lieberman-Aiden,Erez,Job Dekker,Job,PASS,male,0.99,PASS,male,0.98,PASS
https://openalex.org/W4245177871,Basil Doumas,Basil,Homer Biggs,Homer,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2047767613,William Bloom,William,Don Fawcett,Don,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2004349171,Michelle Block,Michelle,Jau‐Shyong Hong,Jau‐Shyong,PASS,female,1.0,PASS,male,0.82,PASS
https://openalex.org/W2144998676,Eugene Krissinel,Eugene,K. Henrick,K.,PASS,male,0.99,PASS,male,0.68,PASS
https://openalex.org/W4255042798,Judah Folkman,Judah,Michael Klagsbrun,Michael,PASS,male,0.93,PASS,male,1.0,PASS
https://openalex.org/W1536929369,Michael Arbib,Michael,Michael Arbib,Michael,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2087895317,Manfred Eigen,Manfred,Manfred Eigen,Manfred,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2070300719,Hans‐Curt Flemming,Hans‐Curt,Jost Wingender,Jost,PASS,male,0.99,PASS,male,0.91,PASS
https://openalex.org/W2032760352,Dan Peer,Dan,Róbert Langer,Róbert,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2014694459,Brian Matthews,Brian,Brian Matthews,Brian,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2164727176,Steven Strogatz,Steven,Steven Strogatz,Steven,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1992659717,Akiko Kuma,Akiko,Noboru Mizushima,Noboru,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W2169413646,George Todaro,George,Howard Green,Howard,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W1603793127,Monika Lachner,Monika,Thomas Jenuwein,Thomas,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W2129795133,David Johnson,David,B Wold,B,PASS,male,1.0,PASS,,,PASS
https://openalex.org/W2079745748,M. Kumar,M.,Abraham Domb,Abraham,PASS,male,0.59,PASS,male,0.99,PASS
https://openalex.org/W2132161879,Liming Sun,Liming,Xiaodong Wang,Xiaodong,PASS,male,0.66,PASS,male,0.88,PASS
https://openalex.org/W1554180547,Suzanne Rutherford,Suzanne,Susan Lindquist,Susan,PASS,female,1.0,PASS,female,1.0,PASS
https://openalex.org/W2007524989,Elizabeth Nolan,Elizabeth,Stephen Lippard,Stephen,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W1969487950,Stephen Roughley,Stephen,Allan Jordan,Allan,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2022686119,Yizong Cheng,Yizong,Yizong Cheng,Yizong,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2132527497,Kate Maxwell,Kate,Giles Johnson,Giles,PASS,female,0.99,PASS,male,0.99,PASS
https://openalex.org/W1968652549,Christian Tornøe,Christian,Morten Meldal,Morten,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W1992595091,Allan Maxam,Allan,Wendy Gilbert,Wendy,PASS,male,1.0,PASS,female,0.99,PASS
https://openalex.org/W2110300022,Morgan Langille,Morgan,Curtis Huttenhower,Curtis,PASS,male,0.64,PASS,male,1.0,PASS
https://openalex.org/W1956366137,Gregory Lloyd,Gregory,Brent McCown,Brent,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2076357933,Jana Schwarz,Jana,Dominik Seelow,Dominik,PASS,female,0.98,PASS,male,0.99,PASS
https://openalex.org/W2140992384,Linus Pauling,Linus,H. Branson,H.,PASS,male,0.98,PASS,male,0.78,PASS
https://openalex.org/W1981659539,Eliana Saxon,Eliana,Carolyn Bertozzi,Carolyn,PASS,female,1.0,PASS,female,1.0,PASS
https://openalex.org/W1991631628,Ken Itoh,Ken,Yo-ichi Nabeshima,Yo-ichi,PASS,male,0.99,PASS,male,0.5,PASS
https://openalex.org/W2147806662,William Jeck,William,Norman Sharpless,Norman,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2171405751,Robert Ward,Robert,Paul Hebert,Paul,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2053418558,Thomas Hopp,Thomas,Kenneth Woods,Kenneth,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W4320301318,Marco Punta,Marco,ROBERT FINN,ROBERT,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2131478115,Michael Lawrence,Michael,Vincent Carey,Vincent,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2121642311,Marcy MacDonald,Marcy,Peter Harper,Peter,PASS,female,0.95,PASS,male,1.0,PASS
https://openalex.org/W2801159594,Andrew Rambaut,Andrew,Marc Suchard,Marc,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2001568034,Ken Inoki,Ken,Kun‐Liang Guan,Kun‐Liang,PASS,male,0.99,PASS,male,0.78,PASS
https://openalex.org/W2107772251,Alexey Gurevich,Alexey,Glenn Tesler,Glenn,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2949250147,Kurt Wüthrich,Kurt,Kurt Wüthrich,Kurt,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1526043578,Fred Sherman,Fred,James Hicks,James,PASS,male,0.98,PASS,male,1.0,PASS
https://openalex.org/W1996196738,Bertil Hille,Bertil,Bertil Hille,Bertil,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2132262459,Bernard Brooks,Bernard,Martin Karplus,Martin,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2143481518,Carolin Strobl,Carolin,Achim Zeileis,Achim,PASS,female,0.99,PASS,male,0.98,PASS
https://openalex.org/W2114624600,Martin Rosenberg,Martin,Donald Court,Donald,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2044569715,F Szoka,F,Demetrios Papahadjopoulos,Demetrios,PASS,,,PASS,male,1.0,PASS
https://openalex.org/W2117131162,Helga Thorvaldsdóttir,Helga,Jill Mesirov,Jill,PASS,female,0.99,PASS,female,1.0,PASS
https://openalex.org/W2166806803,J. Love,J.,George Whitesides,George,PASS,male,0.88,PASS,male,0.99,PASS
https://openalex.org/W2159211495,Garib Murshudov,Garib,Alexei Vagin,Alexei,PASS,male,0.93,PASS,male,0.98,PASS
https://openalex.org/W2138442302,Benjamin Reubinoff,Benjamin,Ariff Bongso,Ariff,PASS,male,1.0,PASS,male,0.98,PASS
https://openalex.org/W2018838463,John Lonsdale,John,Nataliya Sharopova,Nataliya,PASS,male,1.0,PASS,female,1.0,PASS
https://openalex.org/W2513506562,Torbjørn Rognes,Torbjørn,Frédéric Mahé,Frédéric,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2558041282,Timothy Sampson,Timothy,Sarkis Mazmanian,Sarkis,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2079378073,Toru Nakamura,Toru,Thomas Cech,Thomas,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2792588868,Carl June,Carl,Michael Milone,Michael,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1989230986,Yechezkel Barenholz,Yechezkel,Yechezkel Barenholz,Yechezkel,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2062289724,Amardeep Dhillon,Amardeep,Walter Kölch,Walter,PASS,male,0.98,PASS,male,1.0,PASS
https://openalex.org/W2154536753,Johannes Gerdes,Johannes,Harald Stein,Harald,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1977461031,Peter Ey,Peter,C. Jenkin,C.,PASS,male,1.0,PASS,male,0.71,PASS
https://openalex.org/W1966498224,Laura Poliseno,Laura,Pier Pandolfi,Pier,PASS,female,0.99,PASS,male,0.97,PASS
https://openalex.org/W4213141530,Filippo Giancotti,Filippo,Erkki Ruoslahti,Erkki,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2607129810,Zefang Tang,Zefang,Zemin Zhang,Zemin,PASS,male,0.57,PASS,male,0.88,PASS
https://openalex.org/W2166171121,J. Caporaso,J.,Rob Knight,Rob,PASS,male,0.88,PASS,male,1.0,PASS
https://openalex.org/W2146217294,Charles Murry,Charles,K Reimer,K,PASS,male,1.0,PASS,,,PASS
https://openalex.org/W2091030812,Nabil-Fareed Alikhan,Nabil-Fareed,Scott Beatson,Scott,PASS,male,0.98,PASS,male,1.0,PASS
https://openalex.org/W2000000541,Judah Folkman,Judah,Judah Folkman,Judah,PASS,male,0.93,PASS,male,0.93,PASS
https://openalex.org/W2007110604,Kjersti Aagaard,Kjersti,James Versalovic,James,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2024280594,Garrett Brodeur,Garrett,J. Bishop,J.,PASS,male,1.0,PASS,male,0.88,PASS
https://openalex.org/W2086888884,Michael Darby,Michael,Edi Karni,Edi,PASS,male,1.0,PASS,male,0.8,PASS
https://openalex.org/W2108316127,S. Cande,S.,Dennis Kent,Dennis,PASS,male,0.69,PASS,male,0.99,PASS
https://openalex.org/W2121211805,John Marioni,John,Yoav Gilad,Yoav,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2143180984,Sharon Maynard,Sharon,S. Karumanchi,S.,PASS,female,0.99,PASS,male,0.69,PASS
https://openalex.org/W2096791516,Gonçalo Abecasis,Gonçalo,Gil McVean,Gil,PASS,male,1.0,PASS,male,0.96,PASS
https://openalex.org/W2964082701,Nicolas Papernot,Nicolas,Ananthram Swami,Ananthram,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2142820105,Stavros Manolagas,Stavros,Stavros Manolagas,Stavros,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W214931384,Robert Adams,Robert,Robert Adams,Robert,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2131170195,Patrick Hermann,Patrick,Christopher Heeschen,Christopher,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2028046413,Marcus Hanwell,Marcus,Geoffrey Hutchison,Geoffrey,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2042433863,Osamu Takeuchi,Osamu,Shizuo Akira,Shizuo,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2150168624,Noboru Mizushima,Noboru,Yoshinori Ohsumi,Yoshinori,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2052030759,Marcel Verdonk,Marcel,Richard Taylor,Richard,PASS,male,0.98,PASS,male,1.0,PASS
https://openalex.org/W1487878063,Atanas Atanasov,Atanas,Hermann Stuppner,Hermann,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2143196592,Fredrik Bäckhed,Fredrik,Jun Wang,Jun,PASS,male,1.0,PASS,male,0.85,PASS
https://openalex.org/W2030976397,Jerry Shay,Jerry,Silvia Bacchetti,Silvia,PASS,male,0.99,PASS,female,1.0,PASS
https://openalex.org/W2032183472,Alessandro Fatica,Alessandro,Irene Bozzoni,Irene,PASS,male,1.0,PASS,female,0.99,PASS
https://openalex.org/W2080100938,David Guertin,David,David Sabatini,David,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1989054182,Lewis Siegel,Lewis,Kenneth Monty,Kenneth,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2046507292,James Yang,James,Steven Rosenberg,Steven,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2886368623,Haldun Akoğlu,Haldun,Haldun Akoğlu,Haldun,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2991953234,G. J.-M.,G.,D. Falconer,D.,PASS,male,0.78,PASS,male,0.75,PASS
https://openalex.org/W2037268137,M Orita,M,T Sekiya,T,PASS,,,PASS,,,PASS
https://openalex.org/W2014058353,Ralph DeBerardinis,Ralph,Craig Thompson,Craig,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2078599166,Robert Koeth,Robert,Stanley Hazen,Stanley,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2005542290,David Malkin,David,Stephen Friend,Stephen,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1973782344,Hisao Ito,Hisao,Akira Kimura,Akira,PASS,male,0.99,PASS,male,0.73,PASS
https://openalex.org/W1986829915,Nathan Lewis,Nathan,Daniel Nocera,Daniel,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2099570622,Marco Davila,Marco,Renier Brentjens,Renier,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2089335658,Yongwook Choi,Yongwook,Agnes Chan,Agnes,PASS,male,1.0,PASS,female,0.99,PASS
https://openalex.org/W2143014195,A. Vlot,A.,Daniel Klessig,Daniel,PASS,male,0.7,PASS,male,0.99,PASS
https://openalex.org/W1525575010,Andrew Link,Andrew,John Yates,John,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1971211622,M. Schemper,M.,Terry Smith,Terry,PASS,male,0.59,PASS,male,0.75,PASS
https://openalex.org/W2027393724,F. Studier,F.,F. Studier,F.,PASS,male,0.77,PASS,male,0.77,PASS
https://openalex.org/W2096863518,Olga Troyanskaya,Olga,Russ Altman,Russ,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W2036008499,Jing Yang,Jing,Robert Weinberg,Robert,PASS,female,0.78,PASS,male,1.0,PASS
https://openalex.org/W2328150247,Kathryn Mayer,Kathryn,Jason Hafner,Jason,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2142503351,Martin Maiden,Martin,Brian Spratt,Brian,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2333018025,T. Hutchison,T.,Karl Popper,Karl,PASS,male,0.67,PASS,male,0.99,PASS
https://openalex.org/W2022166150,Fabian Suchanek,Fabian,Gerhard Weikum,Gerhard,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2030205108,Gerard Manning,Gerard,Sucha Sudarsanam,Sucha,PASS,male,0.99,PASS,male,0.91,PASS
https://openalex.org/W2173497140,Patricia Zuk,Patricia,Marc Hedrick,Marc,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2133109597,Thomas Gruber,Thomas,Thomas Gruber,Thomas,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2117630026,Stephanie Gratton,Stephanie,Joseph DeSimone,Joseph,PASS,female,1.0,PASS,male,0.99,PASS
https://openalex.org/W1936770188,Peter Davies,Peter,Peter Davies,Peter,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2147142035,David Goldman,David,David Goldman,David,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2477626371,Errol Friedberg,Errol,Tom Ellenberger,Tom,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2044172327,Rashmi Kumari,Rashmi,Andrew Lynn,Andrew,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W2138952930,Howard Ochman,Howard,Eduardo Groisman,Eduardo,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1543868019,Richard Spielman,Richard,Warren Ewens,Warren,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2146516445,Stéphane Audic,Stéphane,Jean‐Michel Claverie,Jean‐Michel,PASS,male,0.99,PASS,female,0.62,PASS
https://openalex.org/W2338266679,Raymond Dwek,Raymond,Raymond Dwek,Raymond,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2063756105,Thomas Brettin,Thomas,Fangfang Xia,Fangfang,PASS,male,1.0,PASS,female,0.97,PASS
https://openalex.org/W2105275554,Tsugunori Notomi,Tsugunori,Takeshi Hase,Takeshi,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W1999631936,Ann Saunders,Ann,Allen Roses,Allen,PASS,female,0.99,PASS,male,0.99,PASS
https://openalex.org/W1991494214,Arnold Levine,Arnold,Arnold Levine,Arnold,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2103031848,Joan Massagué,Joan,Joan Massagué,Joan,PASS,female,0.83,PASS,female,0.83,PASS
https://openalex.org/W2036931150,Thomas Kunkel,Thomas,Thomas Kunkel,Thomas,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2128114769,Marcel Margulies,Marcel,Jonathan Rothberg,Jonathan,PASS,male,0.98,PASS,male,1.0,PASS
https://openalex.org/W2127063807,Mathieu Laplante,Mathieu,David Sabatini,David,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2129744420,Marten Boetzer,Marten,Walter Pirovano,Walter,PASS,male,0.98,PASS,male,1.0,PASS
https://openalex.org/W1941339056,Xiao Wang,Xiao,Chuan He,Chuan,PASS,female,0.56,PASS,male,0.85,PASS
https://openalex.org/W1971915141,David Dudley,David,Alan Saltiel,Alan,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2125668987,Luc Moreau,Luc,Luc Moreau,Luc,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2158023121,Stewart Cole,Stewart,B. Barrell,B.,PASS,male,1.0,PASS,male,0.7,PASS
https://openalex.org/W2163480486,Albert‐László Barabási,Albert‐László,Zoltán Oltvai,Zoltán,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2112814753,Gary Benson,Gary,Gary Benson,Gary,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1994219871,Eitan Shaulian,Eitan,Michael Karin,Michael,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2149452073,Patricia Siguier,Patricia,Michaël Chandler,Michaël,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2153420770,Ronald Rosensweig,Ronald,Ronald Rosensweig,Ronald,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2171787842,Hans Ellegren,Hans,Hans Ellegren,Hans,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2040191060,Bino John,Bino,Debora Marks,Debora,PASS,male,0.87,PASS,female,0.99,PASS
https://openalex.org/W2059073003,Andrew Grimson,Andrew,David Bartel,David,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2133579817,Yuki Moriya,Yuki,Minoru Kanehisa,Minoru,PASS,female,0.75,PASS,male,1.0,PASS
https://openalex.org/W1973238993,Xiao He,Xiao,Daniel Carter,Daniel,PASS,female,0.56,PASS,male,0.99,PASS
https://openalex.org/W1999613945,Min‐Yi Shen,Min‐Yi,Andrej Šali,Andrej,PASS,male,0.56,PASS,male,1.0,PASS
https://openalex.org/W2106248075,Trine Mogensen,Trine,Trine Mogensen,Trine,PASS,female,0.97,PASS,female,0.97,PASS
https://openalex.org/W2169409681,Martin Könneke,Martin,David Stahl,David,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2038217946,Peter Turnbaugh,Peter,Jeffrey Gordon,Jeffrey,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2125784987,Julia Goodrich,Julia,Ruth Ley,Ruth,PASS,female,0.99,PASS,female,1.0,PASS
https://openalex.org/W2154321074,Xavier Michalet,Xavier,Shimon Weiss,Shimon,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2170964688,Anders Larsson,Anders,Anders Larsson,Anders,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W3028304854,Mary Goldman,Mary,David Haussler,David,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W2001692359,Yasutomi Nishizuka,Yasutomi,Yasutomi Nishizuka,Yasutomi,PASS,male,0.6,PASS,male,0.6,PASS
https://openalex.org/W2114622716,Paul Adams,Paul,Peter Zwart,Peter,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2022101765,Peggy Hsu,Peggy,David Sabatini,David,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2032942532,Raghu Kalluri,Raghu,Eric Neilson,Eric,PASS,male,0.97,PASS,male,1.0,PASS
https://openalex.org/W3148514506,Apg Apg,Apg,Apg Apg,Apg,PASS,male,0.82,PASS,male,0.82,PASS
https://openalex.org/W2131124255,F. MOHAMADI,F.,W. Still,W.,PASS,male,0.77,PASS,male,0.88,PASS
https://openalex.org/W2039551908,Hao Yin,Hao,Daniel Anderson,Daniel,PASS,male,0.87,PASS,male,0.99,PASS
https://openalex.org/W2115093090,Patrick Mitchell,Patrick,Muneesh Tewari,Muneesh,PASS,male,1.0,PASS,male,0.99,PASS
