author	gender_author	reasoning_author
Charles Oluremi Solanke	female	The name Charles is traditionally masculine in many cultures, but the surname Solanke has Nigerian origins and can be masculine or feminine. However, Oluremi is a Yoruba given name for females, suggesting that the author is likely female.
Esmeralda Ruiz Pujadas	female	The name Esmeralda is typically a feminine given name, based on the Spanish word esmeralda meaning emerald. Ruiz is also a common Spanish surname indicating female.
Esmeralda Ruiz Pujadas	female	The name Esmeralda is typically a feminine given name, based on the Spanish word esmeralda meaning emerald. Ruiz is also a common Spanish surname indicating female.
Russell Y Neches	male	"The name ""Russell Y Neches"" contains a typical masculine given name, 'Russell', and the suffix for an American male surname (-Y)."
Reinhard Schneider	male	Reinhard is a masculine German name, and Schneider is a common surname in Germany associated with craftsmen or tradesmen, who are typically male.
Alyssa D Smith	female	The surname 'Smith' is traditionally a masculine surname, but 'Alyssa' is typically considered a feminine given name in English-speaking cultures.
Alyssa D Smith	female	The surname 'Smith' is traditionally a masculine surname, but 'Alyssa' is typically considered a feminine given name in English-speaking cultures.
Björn Eismann	male	The name 'Björn' is typically a masculine given name in Scandinavian cultures, and 'Eismann' suggests a Germanic origin, which is also more commonly associated with males.
Christian Conrad	male	The name Christian is a classic male given name, and Conrad is also a common German surname that was prevalent among males in European culture during the timeframe when this author likely lived.
Christian Conrad	male	The name Christian is a classic male given name, and Conrad is also a common German surname that was prevalent among males in European culture during the timeframe when this author likely lived.
Michèle Leemann	female	"The name 'Michèle' is a French feminine given name that is commonly associated with females in France and other countries where it is used. The patronymic suffix ""Le"" is often found in French male surnames, but there is no indication of this in Michèle Leemann's name."
Janani Durairaj	female	In Hinduism, 'Jan' is a prefix often used with names to signify 'born in' or 'daughter of', and 'Durai' is also commonly found in female names. 'Raj' can refer to royalty or power.
Veit Schwämmle	male	"The name Veit is a traditional German male given name, and ""Schwämmle"" appears to be a variant of the surname found in males."
Robert Firth	male	The given name Robert is traditionally male, and there are no apparent female or other references that contradict this assessment. Note that some names may be used out of gender convention but based on historical use in the Western world during Robert's time (around 18th-19th centuries), names usually match a gender.
Chris Morris	male	The first name Chris and last name typicaly used by males in Western cultures indicate a strong likelihood that the author is male.
Yusuke Komiyama	male	Traditional Japanese names often have a suffix that indicates the gender of the person. In this case, 'Komiyama' is a common surname in Japan and does not give away any information about the author's gender when combined with Yusuke, however male given name Yusuke generally follows traditional patterns.
Kentaro Shimizu	male	Japanese names typically contain a first name and a last name written in Kanji characters or hiragana. Kentaro is a common Japanese male given name, therefore gender determination based on the name itself suggests it is likely for a male author.
Kentaro Shimizu	male	Japanese names typically contain a first name and a last name written in Kanji characters or hiragana. Kentaro is a common Japanese male given name, therefore gender determination based on the name itself suggests it is likely for a male author.
Andreas Traschütz	male	The name Andreas is traditionally masculine, and typically ends with a 'z' or has a combination of 'a' and 'i' as it does in Andras, therefore it should be male
Serdal Gungor	male	The name starts with a 'Serdal', which is a masculine given name in some cultures
Rita Horvath	female	"The name starts with a vowel (""R""), which is less common in male names. Hungarian names often start with ""R"" or other unique sounds, and Rita is a feminine name that ends with the suffix -a or -i, a typical pattern for female names in some cultures."
Zsuzsa Nagy-Baló	female	The name 'Zsuzsa' is a common Hungarian female given name, and 'Nagy-Baló' is a patronymic surname that suggests the author's birth name (Zsuzsa), which implies she is likely female.
